state_ut,district,year_month,Latitude,Longitude,Cases,Deaths,preci,LAI,Temp,Cases_MA_3,Deaths_MA_3,Case_Growth_Rate,Month,Season
Jharkhand,Dumka,2009-10,24.2538512,87.30064714,25.0,0.0,0.4589699681,17.0,302.195,25.0,0.0,0.0,10,Post-Monsoon
Jharkhand,Dumka,2010-11,24.2538512,87.30064714,746746.0,2.0,0.02855312357,11.0,302.99,373385.5,1.0,29868.84,11,Post-Monsoon
Jharkhand,Dumka,2014-08,24.2538512,87.30064714,4243.0,0.0,0.49315806954999997,12.5,301.8333333,250338.0,0.6666666666666666,-0.994318014425253,8,Monsoon
Jharkhand,Dumka,2015-08,24.2538512,87.30064714,13.0,0.0,1.326505426,11.0,303.93,250334.0,0.6666666666666666,-0.9969361300966297,8,Monsoon
Jharkhand,Dumka,2019-06,24.2538512,87.30064714,67.0,0.0,0.2690874119,9.0,306.4166666,1441.0,0.0,4.153846153846154,6,Monsoon
Jharkhand,Dumka,2019-07,24.2538512,87.30064714,16.0,0.0,0.1860454064,0.0,305.5266666,32.0,0.0,-0.7611940298507462,7,Monsoon
Jharkhand,East Singhbhum,2010-01,22.8092139,86.2091549,14.0,0.0,0.007247662728,4.0,297.12,14.0,0.0,0.0,1,Winter
Jharkhand,East Singhbhum,2010-10,22.8092139,86.2091549,35.0,0.0,0.3291564272,14.0,303.2666666,24.5,0.0,1.5,10,Post-Monsoon
Jharkhand,East Singhbhum,2010-11,22.8092139,86.2091549,2224.0,0.0,0.08766739926,11.0,301.94,757.6666666666666,0.0,62.542857142857144,11,Post-Monsoon
Jharkhand,East Singhbhum,2011-07,22.8092139,86.2091549,1351014345535.0,0.0,0.458236754125,4.5,229.05,450338115931.3333,0.0,607470478.1074641,7,Monsoon
Jharkhand,East Singhbhum,2011-08,22.8092139,86.2091549,61569.0,0.0,0.8749570327,8.5,148.64000000000001,450338136442.6667,0.0,-0.9999999544275749,8,Monsoon
Jharkhand,East Singhbhum,2011-09,22.8092139,86.2091549,14.0,1.0,0.1687497203,0.0,300.935,450338135706.0,0.3333333333333333,-0.9997726128408777,9,Monsoon
Jharkhand,East Singhbhum,2011-10,22.8092139,86.2091549,501224.0,3.0,0.10699694873333333,18.0,302.4053333333333,187602.33333333334,1.3333333333333333,35800.71428571428,10,Post-Monsoon
Jharkhand,East Singhbhum,2012-10,22.8092139,86.2091549,4673.0,0.0,0.3196659628,18.0,301.99,168637.0,1.3333333333333333,-0.9906768231369607,10,Post-Monsoon
Jharkhand,East Singhbhum,2014-11,22.8092139,86.2091549,76.0,4.0,0.0002390002314,0.0,301.12,168657.66666666666,2.3333333333333335,-0.9837363578001284,11,Post-Monsoon
Jharkhand,East Singhbhum,2016-01,22.8092139,86.2091549,82.0,0.0,0.0007417870808,5.0,295.28000000000003,1610.3333333333333,1.3333333333333333,0.07894736842105265,1,Winter
Jharkhand,East Singhbhum,2016-03,22.8092139,86.2091549,40.0,0.0,0.01803331899,5.0,312.05,66.0,1.3333333333333333,-0.5121951219512195,3,Summer
Jharkhand,East Singhbhum,2016-07,22.8092139,86.2091549,507.0,1.0,0.78794163315,4.5,0.0,209.66666666666666,0.3333333333333333,11.675,7,Monsoon
Jharkhand,East Singhbhum,2016-08,22.8092139,86.2091549,10.0,1.0,1.003223374,7.0,0.0,185.66666666666666,0.6666666666666666,-0.980276134122288,8,Monsoon
Jharkhand,East Singhbhum,2016-09,22.8092139,86.2091549,1822.0,0.0,1.7213070474999999,9.0,0.0,779.6666666666666,0.6666666666666666,181.2,9,Monsoon
Jharkhand,East Singhbhum,2016-10,22.8092139,86.2091549,1567.0,0.0,0.4044096657,19.0,300.625,1133.0,0.3333333333333333,-0.13995609220636662,10,Post-Monsoon
Jharkhand,East Singhbhum,2016-11,22.8092139,86.2091549,706.0,0.0,0.029734928,11.0,301.51,1365.0,0.0,-0.5494575622208041,11,Post-Monsoon
Jharkhand,East Singhbhum,2017-02,22.8092139,86.2091549,40.0,0.0,0.0001523435949,5.0,305.54,771.0,0.0,-0.943342776203966,2,Winter
Jharkhand,East Singhbhum,2017-08,22.8092139,86.2091549,105911.0,1.0,0.72075250745,7.75,301.1125,35552.333333333336,0.3333333333333333,2646.775,8,Monsoon
Jharkhand,East Singhbhum,2017-09,22.8092139,86.2091549,19.0,0.0,0.7879642519,0.0,302.2266666,35323.333333333336,0.3333333333333333,-0.999820604092115,9,Monsoon
Jharkhand,East Singhbhum,2017-10,22.8092139,86.2091549,22.0,0.0,0.5184649703,15.0,301.88,35317.333333333336,0.3333333333333333,0.1578947368421053,10,Post-Monsoon
Jharkhand,East Singhbhum,2017-11,22.8092139,86.2091549,7010.0,3.0,0.124128862625,9.0,298.245,2350.3333333333335,1.0,317.6363636363636,11,Post-Monsoon
Jharkhand,East Singhbhum,2018-05,22.8092139,86.2091549,17.0,0.0,0.6638510517,10.0,304.672,2349.6666666666665,1.0,-0.9975748930099857,5,Summer
Jharkhand,East Singhbhum,2018-08,22.8092139,86.2091549,4743.0,0.0,1.1571565585,4.5,0.0,3923.3333333333335,1.0,278.0,8,Monsoon
Jharkhand,East Singhbhum,2019-06,22.8092139,86.2091549,844.0,1.0,0.13749514257,9.0,306.06100000000004,1868.0,0.3333333333333333,-0.8220535526038373,6,Monsoon
Jharkhand,East Singhbhum,2019-11,22.8092139,86.2091549,6.0,1.0,0.003567116011,0.0,300.628,1864.3333333333333,0.6666666666666666,-0.9928909952606635,11,Post-Monsoon
Jharkhand,East Singhbhum,2020-02,22.8092139,86.2091549,65.0,0.0,0.01933481332,8.0,297.4066666,305.0,0.6666666666666666,9.833333333333334,2,Winter
Jharkhand,East Singhbhum,2021-10,22.8092139,86.2091549,4.0,0.0,0.05030142239,0.0,300.452,25.0,0.3333333333333333,-0.9384615384615385,10,Post-Monsoon
Jharkhand,East Singhbhum,2021-11,22.8092139,86.2091549,23.0,0.0,0.003687256675,14.0,300.268,30.666666666666668,0.0,4.75,11,Post-Monsoon
Jharkhand,East Singhbhum,2022-04,22.8092139,86.2091549,37.0,1.0,0.04142995706,7.0,311.8366666,21.333333333333332,0.3333333333333333,0.6086956521739131,4,Summer
Jharkhand,East Singhbhum,2022-06,22.8092139,86.2091549,21.0,1.0,0.08390716839,10.0,306.504,27.0,0.6666666666666666,-0.43243243243243246,6,Monsoon
Jharkhand,Garhwa,2012-07,24.15529035,83.82522584,140.0,3.0,1.017013337,0.0,0.0,140.0,3.0,0.0,7,Monsoon
Jharkhand,Garhwa,2021-10,24.15529035,83.82522584,4.0,0.0,0.3276684066,23.0,299.45,72.0,1.5,-0.9714285714285714,10,Post-Monsoon
Jharkhand,Giridih,2019-08,24.1608897,86.25113503,15.0,0.0,0.8635612783,11.0,0.0,15.0,0.0,0.0,8,Monsoon
Jharkhand,Godda,2013-08,24.74334305,87.29285062,13.0,0.0,0.8585724847,9.0,300.0,13.0,0.0,0.0,8,Monsoon
Jharkhand,Godda,2014-11,24.74334305,87.29285062,59.0,0.0,7.2e-05,8.0,303.4266666,36.0,0.0,3.5384615384615383,11,Post-Monsoon
Jharkhand,Godda,2017-10,24.74334305,87.29285062,14.0,0.0,0.01186157431,14.0,302.3066666,28.666666666666668,0.0,-0.7627118644067796,10,Post-Monsoon
Jharkhand,Godda,2018-11,24.74334305,87.29285062,16.0,0.0,1.6e-05,6.0,301.688,29.666666666666668,0.0,0.1428571428571428,11,Post-Monsoon
Jharkhand,Godda,2019-10,24.74334305,87.29285062,25.0,0.0,0.01703408874,14.0,303.48,18.333333333333332,0.0,0.5625,10,Post-Monsoon
Jharkhand,Godda,2019-11,24.74334305,87.29285062,2323.0,0.0,0.01204277216,10.0,301.55333340000004,788.0,0.0,91.92,11,Post-Monsoon
Jharkhand,Godda,2021-07,24.74334305,87.29285062,8812.0,0.0,0.5883687392333333,8.333333333333334,297.22333333333336,3720.0,0.0,2.7933706414119674,7,Monsoon
Jharkhand,Godda,2021-08,24.74334305,87.29285062,38.0,0.0,0.5068591472,0.0,0.0,3724.3333333333335,0.0,-0.9956876985928279,8,Monsoon
Jharkhand,Gumla,2013-10,23.0916741,84.57384807,15.0,1.0,0.3546821689,15.0,299.0133334,15.0,1.0,0.0,10,Post-Monsoon
Jharkhand,Jamtara,2010-07,23.9232867,86.77353494,30.0,0.0,0.9552154317,7.0,0.0,30.0,0.0,0.0,7,Monsoon
Jharkhand,Jamtara,2013-05,23.9232867,86.77353494,10.0,0.0,0.0006390585241,6.0,315.5766666,20.0,0.0,-0.6666666666666667,5,Summer
Jharkhand,Jamtara,2015-09,23.9232867,86.77353494,12.0,0.0,0.1172399266,19.0,304.42,17.333333333333332,0.0,0.19999999999999996,9,Monsoon
Jharkhand,Jamtara,2016-08,23.9232867,86.77353494,21.0,0.0,0.5421693717,7.0,299.14,14.333333333333334,0.0,0.75,8,Monsoon
Jharkhand,Jamtara,2017-10,23.9232867,86.77353494,22.0,0.0,0.1234599698,16.0,302.68,18.333333333333332,0.0,0.04761904761904767,10,Post-Monsoon
Jharkhand,Jamtara,2018-06,23.9232867,86.77353494,125.0,0.0,0.4551578085,9.0,309.485,56.0,0.0,4.681818181818182,6,Monsoon
Jharkhand,Khunti,2019-03,23.10018105,85.34545936,23.0,0.0,0.01662686566,9.0,304.47,23.0,0.0,0.0,3,Summer
Jharkhand,Khunti,2019-10,23.10018105,85.34545936,7.0,0.0,0.6411428953,21.0,297.925,15.0,0.0,-0.6956521739130435,10,Post-Monsoon
Jharkhand,Latehar,2009-07,23.74186545,84.51301367,22.0,0.0,0.6545638936,0.0,299.41,22.0,0.0,0.0,7,Monsoon
Jharkhand,Latehar,2009-09,23.74186545,84.51301367,25.0,12.0,0.06765355443,24.0,300.02,23.5,6.0,0.13636363636363646,9,Monsoon
Jharkhand,Latehar,2014-08,23.74186545,84.51301367,148.0,0.0,0.2989697937,0.0,300.4733334,65.0,4.0,4.92,8,Monsoon
Jharkhand,Latehar,2015-07,23.74186545,84.51301367,173.0,4.0,0.8320989077,18.0,0.0,115.33333333333333,5.333333333333333,0.16891891891891886,7,Monsoon
Jharkhand,Latehar,2015-10,23.74186545,84.51301367,24162.0,10.0,0.004968234459,27.0,301.2666666,8161.0,4.666666666666667,138.66473988439307,10,Post-Monsoon
Jharkhand,Latehar,2016-06,23.74186545,84.51301367,17.0,0.0,0.04299109535,12.0,309.9466666,8117.333333333333,4.666666666666667,-0.9992964158596143,6,Monsoon
Jharkhand,Latehar,2017-11,23.74186545,84.51301367,18.0,1.0,4.75e-05,20.0,297.48400000000004,8065.666666666667,3.6666666666666665,0.05882352941176472,11,Post-Monsoon
Jharkhand,Loharda,2013-09,22.6526507,85.6895399,10.0,0.0,0.4509968461,20.0,302.90000000000003,10.0,0.0,0.0,9,Monsoon
Jharkhand,Lohardaga,2013-07,23.46920055,84.73568423,51.0,0.0,0.3826473737,7.0,302.66,51.0,0.0,0.0,7,Monsoon
Jharkhand,Lohardaga,2013-08,23.46920055,84.73568423,66.0,0.0,1.060786269,14.0,300.9666666,58.5,0.0,0.2941176470588236,8,Monsoon
Jharkhand,Lohardaga,2014-08,23.46920055,84.73568423,39.0,1.0,0.3128925433,24.0,300.0,52.0,0.3333333333333333,-0.40909090909090906,8,Monsoon
Jharkhand,Lohardaga,2015-06,23.46920055,84.73568423,23.0,0.0,0.9753135469,8.0,310.0,42.666666666666664,0.3333333333333333,-0.41025641025641024,6,Monsoon
Jharkhand,Lohardaga,2015-08,23.46920055,84.73568423,53.0,0.0,0.4757177979,21.0,300.03000000000003,38.333333333333336,0.3333333333333333,1.3043478260869565,8,Monsoon
Jharkhand,Lohardaga,2015-11,23.46920055,84.73568423,35.0,0.0,7.21e-05,18.0,299.024,37.0,0.0,-0.339622641509434,11,Post-Monsoon
Jharkhand,Lohardaga,2016-07,23.46920055,84.73568423,24.0,0.0,0.8248498832,6.0,303.08,37.333333333333336,0.0,-0.3142857142857143,7,Monsoon
Jharkhand,Lohardaga,2016-09,23.46920055,84.73568423,18.0,0.0,0.8742669453,6.0,0.0,25.666666666666668,0.0,-0.25,9,Monsoon
Jharkhand,Lohardaga,2017-08,23.46920055,84.73568423,12.0,0.0,1.036276621,18.0,299.84000000000003,18.0,0.0,-0.33333333333333337,8,Monsoon
Jharkhand,Pakur,2012-07,24.6379647,87.8558666,56.0,0.0,0.4878417512,8.0,299.4266666,56.0,0.0,0.0,7,Monsoon
Jharkhand,Pakur,2012-10,24.6379647,87.8558666,29.0,0.0,0.2983947084,23.0,302.615,42.5,0.0,-0.4821428571428571,10,Post-Monsoon
Jharkhand,Pakur,2013-09,24.6379647,87.8558666,21.0,1.0,0.5739575719,17.0,302.39,35.333333333333336,0.3333333333333333,-0.27586206896551724,9,Monsoon
Jharkhand,Pakur,2013-10,24.6379647,87.8558666,39.0,1.0,0.687358326,23.0,300.5,29.666666666666668,0.6666666666666666,0.8571428571428572,10,Post-Monsoon
Jharkhand,Pakur,2015-10,24.6379647,87.8558666,91.0,0.0,0.1856940127,22.0,303.21,50.333333333333336,0.6666666666666666,1.3333333333333335,10,Post-Monsoon
Jharkhand,Pakur,2016-03,24.6379647,87.8558666,40.0,1.0,0.03743638404,7.0,307.2233334,56.666666666666664,0.6666666666666666,-0.5604395604395604,3,Summer
Jharkhand,Pakur,2016-06,24.6379647,87.8558666,34.0,0.0,0.7328551646,11.0,301.34000000000003,55.0,0.3333333333333333,-0.15000000000000002,6,Monsoon
Jharkhand,Pakur,2016-08,24.6379647,87.8558666,20.0,0.0,0.4000106475,10.0,299.88,31.333333333333332,0.3333333333333333,-0.4117647058823529,8,Monsoon
Jharkhand,Pakur,2016-09,24.6379647,87.8558666,33.0,0.0,0.6502303816,14.0,300.57,29.0,0.0,0.6499999999999999,9,Monsoon
Jharkhand,Pakur,2016-11,24.6379647,87.8558666,2012.0,3.0,0.00107958122,0.0,302.36,688.3333333333334,1.0,59.96969696969697,11,Post-Monsoon
Jharkhand,Palamu,2009-07,23.916667,84.083333,21.0,3.0,0.5593367203,8.0,300.805,21.0,3.0,0.0,7,Monsoon
Jharkhand,Ranchi,2012-07,23.3700501,85.3250387,18.0,1.0,0.9699154423,9.0,303.53000000000003,18.0,1.0,0.0,7,Monsoon
Jharkhand,Ranchi,2013-08,23.3700501,85.3250387,15.0,0.0,1.226471407,11.0,298.0,16.5,0.5,-0.16666666666666663,8,Monsoon
Jharkhand,Ranchi,2013-09,23.3700501,85.3250387,35.0,0.0,0.5774816134,0.0,301.4066666,22.666666666666668,0.3333333333333333,1.3333333333333335,9,Monsoon
Jharkhand,Ranchi,2013-10,23.3700501,85.3250387,20.0,0.0,0.9117285145,0.0,301.6,23.333333333333332,0.0,-0.4285714285714286,10,Post-Monsoon
Jharkhand,Ranchi,2014-08,23.3700501,85.3250387,24.0,0.0,0.7521532157,12.0,301.04,26.333333333333332,0.0,0.19999999999999996,8,Monsoon
Jharkhand,Ranchi,2015-07,23.3700501,85.3250387,169.0,0.0,1.368249241,11.0,0.0,71.0,0.0,6.041666666666667,7,Monsoon
Jharkhand,Ranchi,2016-07,23.3700501,85.3250387,13.0,0.0,1.453732408,7.0,0.0,68.66666666666667,0.0,-0.9230769230769231,7,Monsoon
Jharkhand,Ranchi,2019-08,23.3700501,85.3250387,13.0,0.0,1.417752193,11.0,0.0,65.0,0.0,0.0,8,Monsoon
Jharkhand,Ranchi,2019-10,23.3700501,85.3250387,16.0,0.0,0.5888525573,0.0,299.335,14.0,0.0,0.23076923076923084,10,Post-Monsoon
Jharkhand,Ranchi,2021-06,23.3700501,85.3250387,8.0,0.0,0.8343968076,14.0,302.925,12.333333333333334,0.0,-0.5,6,Monsoon
Jharkhand,Ranchi,2022-05,23.3700501,85.3250387,21.0,0.0,0.06576300589,8.0,308.388,15.0,0.0,1.625,5,Summer
Jharkhand,Sahebganj,2014-08,25.244263,87.6348084,14.0,0.0,0.8494099634,0.0,298.0,14.0,0.0,0.0,8,Monsoon
Jharkhand,Sahebganj,2015-12,25.244263,87.6348084,61.0,1.0,0.011344233,0.0,298.695,37.5,0.5,3.3571428571428568,12,Winter
Jharkhand,Sahebganj,2016-08,25.244263,87.6348084,51.0,0.0,0.5411956907,0.0,300.96,42.0,0.3333333333333333,-0.16393442622950816,8,Monsoon
Jharkhand,Sahebganj,2016-09,25.244263,87.6348084,1982.0,1.0,0.7714430701,12.0,301.90000000000003,698.0,0.6666666666666666,37.86274509803921,9,Monsoon
Jharkhand,Sahebganj,2017-11,25.244263,87.6348084,20.0,0.0,0.04942020582,9.0,300.985,684.3333333333334,0.3333333333333333,-0.9899091826437941,11,Post-Monsoon
Jharkhand,Sahebganj,2019-05,25.244263,87.6348084,30.0,0.0,0.05639530422,12.0,305.18333340000004,677.3333333333334,0.3333333333333333,0.5,5,Summer
Jharkhand,Saraikela Kharsawan,2011-12,22.7464225,85.91689291,62.0,0.0,3.48e-05,0.0,299.672,62.0,0.0,0.0,12,Winter
Jharkhand,Saraikela Kharsawan,2017-06,22.7464225,85.91689291,8.0,0.0,1.191417932,16.0,309.2866666,35.0,0.0,-0.8709677419354839,6,Monsoon
Jharkhand,Saraikela Kharsawan,2019-10,22.7464225,85.91689291,357.0,0.0,0.20061698441999998,22.0,301.15083330000004,142.33333333333334,0.0,43.625,10,Post-Monsoon
Jharkhand,Saraikela Kharsawan,2019-11,22.7464225,85.91689291,128311.0,0.0,0.00378448032,9.333333333333334,299.426,42892.0,0.0,358.41456582633054,11,Post-Monsoon
Jharkhand,Seraikela- Kharsawan (West Singhbhum),2011-12,22.8232012,85.91973202,38.0,0.0,6.02e-05,13.0,298.76,38.0,0.0,0.0,12,Winter
Jharkhand,Simdega,2011-09,22.6664325,84.55026791,18.0,0.0,1.267343351,10.0,298.68,18.0,0.0,0.0,9,Monsoon
Jharkhand,Simdega,2012-06,22.6664325,84.55026791,22.0,3.0,6.95e-05,5.0,314.19333340000003,20.0,1.5,0.22222222222222232,6,Monsoon
Jharkhand,Simdega,2018-08,22.6664325,84.55026791,820.0,1.0,1.0580499533999999,8.0,149.21666670000002,286.6666666666667,1.3333333333333333,36.27272727272727,8,Monsoon
Jharkhand,West Singhbhum,2011-08,22.7859232,86.1716093,19422561551.0,0.0,0.936559373525,4.25,227.06,19422561551.0,0.0,0.0,8,Monsoon
Jharkhand,West Singhbhum,2011-09,22.7859232,86.1716093,13.0,0.0,0.9817768412,16.0,299.54,9711280782.0,0.0,-0.9999999993306753,9,Monsoon
Jharkhand,West Singhbhum,2011-10,22.7859232,86.1716093,9.0,0.0,0.0543284848,14.0,302.376,6474187191.0,0.0,-0.3076923076923077,10,Post-Monsoon
Jharkhand,West Singhbhum,2011-11,22.7859232,86.1716093,104438.0,0.0,0.0147135359,8.0,302.0741667,34820.0,0.0,11603.222222222223,11,Post-Monsoon
Jharkhand,West Singhbhum,2011-12,22.7859232,86.1716093,2499.0,0.0,4.9449999999999996e-05,3.5,300.15,35648.666666666664,0.0,-0.9760719278423562,12,Winter
Jharkhand,West Singhbhum,2012-06,22.7859232,86.1716093,14.0,0.0,0.0378576321,5.0,313.6533334,35650.333333333336,0.0,-0.9943977591036415,6,Monsoon
Jharkhand,West Singhbhum,2012-08,22.7859232,86.1716093,20.0,0.0,0.8207767465,6.0,301.38,844.3333333333334,0.0,0.4285714285714286,8,Monsoon
Jharkhand,West Singhbhum,2012-09,22.7859232,86.1716093,27.0,0.0,0.9664100428,0.0,300.40000000000003,20.333333333333332,0.0,0.3500000000000001,9,Monsoon
Jharkhand,West Singhbhum,2012-11,22.7859232,86.1716093,73.0,0.0,0.5929240506,10.0,299.76,40.0,0.0,1.7037037037037037,11,Post-Monsoon
Jharkhand,West Singhbhum,2013-06,22.7859232,86.1716093,18.0,0.0,0.3209138409,7.0,0.0,39.333333333333336,0.0,-0.7534246575342466,6,Monsoon
Jharkhand,West Singhbhum,2013-07,22.7859232,86.1716093,36.0,0.0,0.842585107,10.0,298.31,42.333333333333336,0.0,1.0,7,Monsoon
Jharkhand,West Singhbhum,2013-08,22.7859232,86.1716093,16.0,0.0,0.5869232529,9.0,298.98,23.333333333333332,0.0,-0.5555555555555556,8,Monsoon
Jharkhand,West Singhbhum,2013-09,22.7859232,86.1716093,2315.0,0.0,0.5963074609,17.0,300.1933333,789.0,0.0,143.6875,9,Monsoon
Jharkhand,West Singhbhum,2013-10,22.7859232,86.1716093,132224.0,1.0,1.2074006646666666,8.333333333333334,300.1433333333334,44851.666666666664,0.3333333333333333,56.116198704103674,10,Post-Monsoon
Jharkhand,West Singhbhum,2013-11,22.7859232,86.1716093,50.0,0.0,0.0008095229639,10.0,300.01,44863.0,0.3333333333333333,-0.9996218538238142,11,Post-Monsoon
Jharkhand,West Singhbhum,2014-10,22.7859232,86.1716093,20.0,0.0,0.6140622043,19.0,299.62,44098.0,0.3333333333333333,-0.6,10,Post-Monsoon
Jharkhand,West Singhbhum,2015-08,22.7859232,86.1716093,16.0,0.0,0.06427996443,10.0,301.59000000000003,28.666666666666668,0.0,-0.19999999999999996,8,Monsoon
Jharkhand,West Singhbhum,2015-10,22.7859232,86.1716093,21.0,0.0,0.02185326164,19.0,303.36,19.0,0.0,0.3125,10,Post-Monsoon
Jharkhand,West Singhbhum,2016-06,22.7859232,86.1716093,11.0,0.0,0.7326548415,8.0,307.90000000000003,16.0,0.0,-0.47619047619047616,6,Monsoon
Jharkhand,West Singhbhum,2016-09,22.7859232,86.1716093,70.0,0.0,0.638386779,15.0,301.94,34.0,0.0,5.363636363636363,9,Monsoon
Jharkhand,West Singhbhum,2016-11,22.7859232,86.1716093,32.0,0.0,0.05251916939,0.0,301.895,37.666666666666664,0.0,-0.5428571428571429,11,Post-Monsoon
Jharkhand,West Singhbhum,2017-07,22.7859232,86.1716093,9.0,0.0,1.572192569,2.0,301.88,37.0,0.0,-0.71875,7,Monsoon
Jharkhand,West Singhbhum,2017-12,22.7859232,86.1716093,28.0,0.0,0.0005118347548,8.0,297.232,23.0,0.0,2.111111111111111,12,Winter
Jharkhand,West Singhbhum,2018-06,22.7859232,86.1716093,13.0,0.0,0.2447092993,0.0,306.6,16.666666666666668,0.0,-0.5357142857142857,6,Monsoon
Jharkhand,West Singhbhum,2018-07,22.7859232,86.1716093,12.0,0.0,0.431932435,0.0,0.0,17.666666666666668,0.0,-0.07692307692307687,7,Monsoon
Jharkhand,West Singhbhum,2018-08,22.7859232,86.1716093,21.0,0.0,0.3339525484,6.0,301.71,15.333333333333334,0.0,0.75,8,Monsoon
Jharkhand,West Singhbhum,2018-09,22.7859232,86.1716093,12.0,0.0,0.430351649,21.0,301.64,15.0,0.0,-0.4285714285714286,9,Monsoon
Jharkhand,West Singhbhum,2019-06,22.7859232,86.1716093,49.0,0.0,0.4037023958,0.0,306.28000000000003,27.333333333333332,0.0,3.083333333333333,6,Monsoon
Jharkhand,West Singhbhum,2019-09,22.7859232,86.1716093,741163.0,0.0,0.48998762889999997,7.666666666666667,302.53000000000003,247074.66666666666,0.0,15124.775510204081,9,Monsoon
Jharkhand,West Singhbhum,2019-10,22.7859232,86.1716093,4222.0,0.0,0.5480931936,8.5,301.25,248478.0,0.0,-0.9943035472628828,10,Post-Monsoon
Jharkhand,West Singhbhum,2021-07,22.7859232,86.1716093,9.0,1.0,0.2153289702,5.0,299.88,248464.66666666666,0.3333333333333333,-0.997868308858361,7,Monsoon
Jharkhand,West Singhbhum,2021-09,22.7859232,86.1716093,8306611.0,0.0,0.622701719975,4.0,224.98125,2770280.6666666665,0.3333333333333333,922955.7777777778,9,Monsoon
Jharkhand,West Singhbhum,2021-10,22.7859232,86.1716093,264824.0,0.0,1.1897450108333334,14.666666666666666,302.0453333333333,2857148.0,0.3333333333333333,-0.9681188874740854,10,Post-Monsoon
Jharkhand,West Singhbhum,2021-11,22.7859232,86.1716093,12.0,0.0,0.536352205,0.0,295.72,2857149.0,0.0,-0.9999546868863849,11,Post-Monsoon
Jharkhand,West Singhbhum,2022-06,22.7859232,86.1716093,4.0,0.0,0.1341750695,11.0,306.05333340000004,88280.0,0.0,-0.6666666666666667,6,Monsoon
Karnataka,BBMP,2022-05,13.058135,77.50646228,169.0,1.0,0.04676073172,12.0,302.68333340000004,169.0,1.0,0.0,5,Summer
Karnataka,Bagalkot,2009-10,16.1853166,75.6967919,210.0,10.0,0.006981012193,0.0,309.90000000000003,210.0,10.0,0.0,10,Post-Monsoon
Karnataka,Bagalkot,2009-11,16.1853166,75.6967919,31.0,0.0,0.516517418,6.0,298.5,120.5,5.0,-0.8523809523809524,11,Post-Monsoon
Karnataka,Bagalkot,2011-07,16.1853166,75.6967919,1212.0,0.0,0.451196074,0.0,306.12,484.3333333333333,3.3333333333333335,38.096774193548384,7,Monsoon
Karnataka,Bagalkot,2013-08,16.1853166,75.6967919,19.0,0.0,0.2559595711,4.0,302.85,420.6666666666667,0.0,-0.9843234323432343,8,Monsoon
Karnataka,Bagalkot,2014-06,16.1853166,75.6967919,163.0,0.0,0.3390834177,5.0,312.5266666,464.6666666666667,0.0,7.578947368421053,6,Monsoon
Karnataka,Bagalkot,2015-09,16.1853166,75.6967919,66.0,0.0,0.7026356322,5.0,304.88,82.66666666666667,0.0,-0.5950920245398773,9,Monsoon
Karnataka,Bagalkot,2015-10,16.1853166,75.6967919,650.0,0.0,8.96e-05,9.0,312.856,293.0,0.0,8.848484848484848,10,Post-Monsoon
Karnataka,Bagalkot,2016-06,16.1853166,75.6967919,24.0,0.0,0.5345282857,2.0,308.64,246.66666666666666,0.0,-0.963076923076923,6,Monsoon
Karnataka,Bagalkot,2016-07,16.1853166,75.6967919,11.0,0.0,0.2048601581,3.0,305.63,228.33333333333334,0.0,-0.5416666666666667,7,Monsoon
Karnataka,Bagalkot,2017-04,16.1853166,75.6967919,20.0,0.0,9.12e-05,4.0,320.128,18.333333333333332,0.0,0.8181818181818181,4,Summer
Karnataka,Bagalkot,2018-03,16.1853166,75.6967919,32.0,0.0,0.0837246015,5.0,314.5,21.0,0.0,0.6000000000000001,3,Summer
Karnataka,Bagalkot,2018-08,16.1853166,75.6967919,2013.0,0.0,0.123990867,3.0,297.92,688.3333333333334,0.0,61.90625,8,Monsoon
Karnataka,Bagalkot,2018-09,16.1853166,75.6967919,38.0,0.0,0.2538451491,0.0,308.835,694.3333333333334,0.0,-0.9811227024341779,9,Monsoon
Karnataka,Bagalkot,2019-01,16.1853166,75.6967919,33.0,0.0,9.99e-05,0.0,308.1733334,694.6666666666666,0.0,-0.13157894736842102,1,Winter
Karnataka,Bagalkot,2019-11,16.1853166,75.6967919,2725.0,0.0,0.0241659785305,11.5,304.8,932.0,0.0,81.57575757575758,11,Post-Monsoon
Karnataka,Bagalkot,2021-01,16.1853166,75.6967919,18.0,0.0,5.22e-05,0.0,304.2133334,925.3333333333334,0.0,-0.9933944954128441,1,Winter
Karnataka,Bagalkot,2021-09,16.1853166,75.6967919,10.0,0.0,0.4823008269,6.0,301.72,917.6666666666666,0.0,-0.4444444444444444,9,Monsoon
Karnataka,Ballari,2009-08,15.2485413,76.8323648,26.0,0.0,0.0353783345,4.0,306.61333340000004,26.0,0.0,0.0,8,Monsoon
Karnataka,Ballari,2009-11,15.2485413,76.8323648,3329.0,0.0,0.3544496138,4.0,300.87,1677.5,0.0,127.03846153846155,11,Post-Monsoon
Karnataka,Ballari,2010-05,15.2485413,76.8323648,41.0,1.0,0.0002340342828,4.0,311.108,1132.0,0.3333333333333333,-0.9876839891859417,5,Summer
Karnataka,Ballari,2010-06,15.2485413,76.8323648,62.0,0.0,0.0454535452,4.0,311.5933334,1144.0,0.3333333333333333,0.5121951219512195,6,Monsoon
Karnataka,Ballari,2010-10,15.2485413,76.8323648,631.0,19.0,0.05694064759,12.0,301.744,244.66666666666666,6.666666666666667,9.17741935483871,10,Post-Monsoon
